"Cursus","Cursusnaam","Collegejaar","Medewerker"
"194107290","Criminology","2015","M7643827"
"194108030","Principles of Entrepreneurship","2015","M7689037"
"194108040","Business Development in Network Persp.","2015","M7642319"
"194108040","Business Development in Network Persp.","2015","M7696415"
"194108040","Business Development in Network Persp.","2015","M7697855"
"194108080","Intellectual Property Management","2015","M7687008"
"194110010","Corporate Finance","2015","M7642351"
"194110010","Corporate Finance","2015","M7647473"
"194110070","Corp Finance (for Business Administr)","2015","M7692038"
"194110130","Cost Mgmt.& Engin - Ext. Priv. Domain","2015","M7647563"
"194110140","Cost Mgmt.& Engineering - Foundations","2015","M7647563"
"194111020","Project: Technology Assessment","2015","M7640887"
"194111020","Project: Technology Assessment","2015","M7647230"
"194111030","Visions on Science and Ethics","2015","M7641741"
"194111030","Visions on Science and Ethics","2015","M7660871"
"194111080","Ontwerpen van Toekomsten","2015","M7640887"
"194111200","Maakbare Mens","2015","M7688549"
"194111200","Maakbare Mens","2015","M7698500"
"194111210","Medical Decision Making","2015","M7641488"
"194111210","Medical Decision Making","2015","M7649622"
"194111210","Medical Decision Making","2015","M7690349"
"194111220","Clinical Efficacy and MTA","2015","M7641488"
"194111220","Clinical Efficacy and MTA","2015","M7690349"
"194111220","Clinical Efficacy and MTA","2015","M7696748"
"194111240","Public Governance and Policy Networks","2015","M7640943"
"194111240","Public Governance and Policy Networks","2015","M7643342"
"194111300","De Geschiedenis van de Toekomst","2015","M7641741"
"194111500","Innovation and Technology Dynamics","2015","M7643268"
"194111500","Innovation and Technology Dynamics","2015","M7685514"
"194111700","Long Term Development","2015","M7641038"
"194111800","Bestuurskundige Vaardigheden","2015","M7648308"
"194112110","Health and Health Systems","2015","M7697004"
"194112130","Gezondheidsrecht I voor TG","2015","M7644693"
"194112140","Gezondheidsrecht II voor TG","2015","M7644693"
"194112170","Quality and Safety in Health Care","2015","M7647376"
"194112320","Medische Ethiek","2015","M7642763"
"194112320","Medische Ethiek","2015","M7646703"
"194112320","Medische Ethiek","2015","M7689450"
"194112350","Business Models for Changing Healthcare","2015","M7688305"
"194112360","Ondernemerschap in de Zorg","2015","M7686743"
"194112360","Ondernemerschap in de Zorg","2015","M7687008"
"194112360","Ondernemerschap in de Zorg","2015","M7688680"
"194112390","Governance, Interorganisatie en Zorg","2015","M7643270"
"194112600","eHealth and Quality of Care","2015","M7642003"
"194112600","eHealth and Quality of Care","2015","M7683989"
"194112600","eHealth and Quality of Care","2015","M7687063"
"194114050","Higher Education in a Europ. Perspective","2015","M7643513"
"194114050","Higher Education in a Europ. Perspective","2015","M7648616"
"194114060","Higher Education Policy","2015","M7643513"
"194114060","Higher Education Policy","2015","M7643552"
"194119030","Methodology and Research Design","2015","M7642225"
"194119090","Master Class Health Science Methodology","2015","M7688680"
"194119090","Master Class Health Science Methodology","2015","M7690349"
"194121020","Optimization of Healthcare Processes 2","2015","M7641655"
"194121030","Productieplanning & Scheduling","2015","M7642650"
"194121050","Meth en Techn van Ontwerpen en Beslissen","2015","M7640439"
"194121050","Meth en Techn van Ontwerpen en Beslissen","2015","M7641058"
"194121110","Introduction to IE&M","2015","M7640439"
"194121110","Introduction to IE&M","2015","M7641058"
"194122020","Project: Integraal Proces-Ontwerp","2015","M7640326"
"194122020","Project: Integraal Proces-Ontwerp","2015","M7683298"
"194122020","Project: Integraal Proces-Ontwerp","2015","M7699198"
"194122030","New Production Concepts","2015","M7683298"
"194122030","New Production Concepts","2015","M7688100"
"194124160","European Union Simulation","2015","M7646446"
"194124170","Model United Nations","2015","M7646446"
"194124170","Model United Nations","2015","M7692144"
"194125050","Staatsrecht","2015","M7646389"
"194128030","Master Thesis PA","2015","M7640015"
"194128030","Master Thesis PA","2015","M7640211"
"194128030","Master Thesis PA","2015","M7640577"
"194128030","Master Thesis PA","2015","M7640714"
"194128030","Master Thesis PA","2015","M7640753"
"194128030","Master Thesis PA","2015","M7640943"
"194128030","Master Thesis PA","2015","M7641015"
"194128030","Master Thesis PA","2015","M7641058"
"194128030","Master Thesis PA","2015","M7641066"
"194128030","Master Thesis PA","2015","M7641349"
"194128030","Master Thesis PA","2015","M7641966"
"194128030","Master Thesis PA","2015","M7642225"
"194128030","Master Thesis PA","2015","M7642305"
"194128030","Master Thesis PA","2015","M7643270"
"194128030","Master Thesis PA","2015","M7643342"
"194128030","Master Thesis PA","2015","M7643513"
"194128030","Master Thesis PA","2015","M7643552"
"194128030","Master Thesis PA","2015","M7643827"
"194128030","Master Thesis PA","2015","M7644693"
"194128030","Master Thesis PA","2015","M7646389"
"194128030","Master Thesis PA","2015","M7646446"
"194128030","Master Thesis PA","2015","M7648267"
"194128030","Master Thesis PA","2015","M7648308"
"194128030","Master Thesis PA","2015","M7680348"
"194128030","Master Thesis PA","2015","M7683239"
"194128030","Master Thesis PA","2015","M7686176"
"194128030","Master Thesis PA","2015","M7687417"
"194128030","Master Thesis PA","2015","M7688058"
"194128030","Master Thesis PA","2015","M7688558"
"194128030","Master Thesis PA","2015","M7689409"
"194128030","Master Thesis PA","2015","M7690145"
"194128030","Master Thesis PA","2015","M7692048"
"194128030","Master Thesis PA","2015","M7693008"
"194128030","Master Thesis PA","2015","M7693999"
"194128030","Master Thesis PA","2015","M7697853"
"194128030","Master Thesis PA","2015","M7699080"
"194128080","Research Proposal","2015","M7642225"
"195400100","Hydrology","2015","M7642707"
"195400300","Integrated Water Management","2015","EXTERN"
"195400300","Integrated Water Management","2015","M7692228"
"195400400","River Dynamics","2015","M7641102"
"195400400","River Dynamics","2015","M7642857"
"195400400","River Dynamics","2015","M7662599"
"195400500","Design Project Water II","2015","M7641109"
"195400500","Design Project Water II","2015","M7648877"
"195400600","Tools for Water Policy Analysis","2015","M7687133"
"195400600","Tools for Water Policy Analysis","2015","M7699143"
"195400800","Marine Dynamics","2015","M7641102"
"195400800","Marine Dynamics","2015","M7644414"
"195400800","Marine Dynamics","2015","M7647839"
"195400800","Marine Dynamics","2015","M7683670"
"195400900","Mathematical Physics of Water Systems","2015","M7644414"
"195410100","Data Analysis in Water Eng. & Man.","2015","M7681079"
"195410200","Morphology","2015","M7642857"
"195410200","Morphology","2015","M7683670"
"195410300","Hydraulic Engineering","2015","M7686539"
"195419999","CEM Master Thesis Water","2015","M7641102"
"195419999","CEM Master Thesis Water","2015","M7642681"
"195419999","CEM Master Thesis Water","2015","M7642707"
"195419999","CEM Master Thesis Water","2015","M7642857"
"195419999","CEM Master Thesis Water","2015","M7644722"
"195419999","CEM Master Thesis Water","2015","M7648877"
"195419999","CEM Master Thesis Water","2015","M7681079"
"195419999","CEM Master Thesis Water","2015","M7681870"
"195419999","CEM Master Thesis Water","2015","M7699143"
"195420800","Sustainable Transport","2015","M7692501"
"195421200","Public Transport","2015","EXTERN"
"195421200","Public Transport","2015","M7640124"
"195421200","Public Transport","2015","M7684381"
"195421200","Public Transport","2015","M7693295"
"195439999","CEM Master Thesis Traffic","2015","M7640874"
"195439999","CEM Master Thesis Traffic","2015","M7692501"
"195439999","CEM Master Thesis Traffic","2015","M7692541"
"195459999","CEM Master Thesis Construction","2015","M7642036"
"195459999","CEM Master Thesis Construction","2015","M7642180"
"195459999","CEM Master Thesis Construction","2015","M7644135"
"195459999","CEM Master Thesis Construction","2015","M7645316"
"195459999","CEM Master Thesis Construction","2015","M7646374"
"195459999","CEM Master Thesis Construction","2015","M7646500"
"195459999","CEM Master Thesis Construction","2015","M7647335"
"195459999","CEM Master Thesis Construction","2015","M7648086"
"195459999","CEM Master Thesis Construction","2015","M7680308"
"195459999","CEM Master Thesis Construction","2015","M7688073"
"195480020","International Study Tour","2015","M7645316"
"195480020","International Study Tour","2015","M7647056"
"195480020","International Study Tour","2015","M7692501"
"195489000","Preparation Master Thesis","2015","M7640411"
"195489000","Preparation Master Thesis","2015","M7640874"
"195489000","Preparation Master Thesis","2015","M7641102"
"195489000","Preparation Master Thesis","2015","M7642036"
"195489000","Preparation Master Thesis","2015","M7642180"
"195489000","Preparation Master Thesis","2015","M7642681"
"195489000","Preparation Master Thesis","2015","M7642707"
"195489000","Preparation Master Thesis","2015","M7642857"
"195489000","Preparation Master Thesis","2015","M7644135"
"195489000","Preparation Master Thesis","2015","M7644722"
"195489000","Preparation Master Thesis","2015","M7645316"
"195489000","Preparation Master Thesis","2015","M7646374"
"195489000","Preparation Master Thesis","2015","M7646500"
"195489000","Preparation Master Thesis","2015","M7648086"
"195489000","Preparation Master Thesis","2015","M7648877"
"195489000","Preparation Master Thesis","2015","M7680308"
"195489000","Preparation Master Thesis","2015","M7681079"
"195489000","Preparation Master Thesis","2015","M7681870"
"195489000","Preparation Master Thesis","2015","M7682383"
"195489000","Preparation Master Thesis","2015","M7692501"
"195489000","Preparation Master Thesis","2015","M7692541"
"195489000","Preparation Master Thesis","2015","M7699143"
"195740010","System Integration Project 1","2015","M7645325"
"195740010","System Integration Project 1","2015","M7686788"
"195740020","Energy and Economy","2015","M7640015"
"195740020","Energy and Economy","2015","M7640753"
"195740030","Energy from Biomass","2015","M7641233"
"195740030","Energy from Biomass","2015","M7646288"
"195740090","Introduction to Chemical Reactor Eng.","2015","M7643983"
"195740100","Electrical Power Eng. & System Integr.","2015","M7647395"
"195740110","System Integration Project 2","2015","M7645325"
"195740110","System Integration Project 2","2015","M7686788"
"195740120","Wind Energy","2015","M7641227"
"195740120","Wind Energy","2015","M7688482"
"195740120","Wind Energy","2015","M7691908"
"195740130","Sustainability","2015","M7686788"
"195799198","Graduation Project","2015","EXTERNE DOCENT"
"195799198","Graduation Project","2015","M7640015"
"195799198","Graduation Project","2015","M7640798"
"195799198","Graduation Project","2015","M7640861"
"195799198","Graduation Project","2015","M7641084"
"195799198","Graduation Project","2015","M7641102"
"195799198","Graduation Project","2015","M7642036"
"195799198","Graduation Project","2015","M7643368"
"195799198","Graduation Project","2015","M7643419"
"195799198","Graduation Project","2015","M7643983"
"195799198","Graduation Project","2015","M7644069"
"195799198","Graduation Project","2015","M7644236"
"195799198","Graduation Project","2015","M7645130"
"195799198","Graduation Project","2015","M7645325"
"195799198","Graduation Project","2015","M7646288"
"195799198","Graduation Project","2015","M7686788"
"195799198","Graduation Project","2015","M7688126"
"195799198","Graduation Project","2015","M7688482"
"195800100","Legal & Governance Aspects","2015","M7643342"
"195800200","Project Management","2015","M7642180"
"195800200","Project Management","2015","M7644135"
"195800200","Project Management","2015","M7647326"
"195800300","Process Management","2015","M7647251"
"195800400","Collaborative Design & Engineering","2015","M7645316"
"195820400","Research Methodology & Academic Skills","2015","M7680308"
"195820500","Infrastructure Management","2015","M7680308"
"195889000","Preparation Master Thesis","2015","M7640411"
"195889000","Preparation Master Thesis","2015","M7642036"
"195889000","Preparation Master Thesis","2015","M7642180"
"195889000","Preparation Master Thesis","2015","M7644135"
"195889000","Preparation Master Thesis","2015","M7645316"
"195889000","Preparation Master Thesis","2015","M7646374"
"195889000","Preparation Master Thesis","2015","M7646500"
"195889000","Preparation Master Thesis","2015","M7647326"
"195889000","Preparation Master Thesis","2015","M7647335"
"195889000","Preparation Master Thesis","2015","M7648086"
"195889000","Preparation Master Thesis","2015","M7680308"
"195889000","Preparation Master Thesis","2015","M7682383"
"195889000","Preparation Master Thesis","2015","M7688073"
"196700510","Creative Exploration of Structures","2015","M7641107"
"197453700","Inleiding Vakdidactiek Natuurkunde","2015","M7642060"
"197453700","Inleiding Vakdidactiek Natuurkunde","2015","M7689539"
"197453710","Inleiding Vakdidactiek Scheikunde","2015","M7644261"
"197453710","Inleiding Vakdidactiek Scheikunde","2015","M7692351"
"197453720","Inleiding Vakdidactiek Wiskunde","2015","M7644598"
"197453730","Inleiding Vakdidactiek Maatschappijleer","2015","M7644272"
"197453730","Inleiding Vakdidactiek Maatschappijleer","2015","M7660846"
"197453760","Inleiding Vakdidactiek Informatica","2015","M7640640"
"197453800","Vakdidactiek Natuurkunde 1","2015","M7642060"
"197453800","Vakdidactiek Natuurkunde 1","2015","M7689539"
"197453810","Vakdidactiek Scheikunde 1","2015","M7644261"
"197453810","Vakdidactiek Scheikunde 1","2015","M7692351"
"197453820","Vakdidactiek Wiskunde 1","2015","M7644598"
"197453830","Vakdidactiek Maatschappijleer 1","2015","M7644272"
"197453830","Vakdidactiek Maatschappijleer 1","2015","M7660846"
"197453860","Vakdidactiek Informatica 1","2015","M7640640"
"197453900","Schoolpracticum Natuurkunde 1","2015","M7642060"
"197453900","Schoolpracticum Natuurkunde 1","2015","M7689539"
"197453910","Schoolpracticum Scheikunde 1","2015","M7644261"
"197453910","Schoolpracticum Scheikunde 1","2015","M7692351"
"197453920","Schoolpracticum Wiskunde 1","2015","M7641013"
"197453920","Schoolpracticum Wiskunde 1","2015","M7644598"
"197453930","Schoolpracticum Maatschappijleer 1","2015","M7644272"
"197453930","Schoolpracticum Maatschappijleer 1","2015","M7660846"
"197454830","Vakdidactiek Maatschappijleer 2","2015","M7644272"
"197454830","Vakdidactiek Maatschappijleer 2","2015","M7660846"
"197454900","Schoolpracticum Natuurkunde 2","2015","M7642060"
"197454900","Schoolpracticum Natuurkunde 2","2015","M7689539"
"197454910","Schoolpracticum Scheikunde 2","2015","M7644261"
"197454920","Schoolpracticum Wiskunde 2","2015","M7641013"
"197454920","Schoolpracticum Wiskunde 2","2015","M7644598"
"197454930","Schoolpracticum Maatschappijleer 2","2015","M7644272"
"197454930","Schoolpracticum Maatschappijleer 2","2015","M7660846"
"197454960","Schoolpracticum Informatica 2","2015","M7640640"
"197455050","Vrij Project A","2015","M7641696"
"197455050","Vrij Project A","2015","M7642060"
"197455050","Vrij Project A","2015","M7644272"
"197455050","Vrij Project A","2015","M7689539"
"197455050","Vrij Project A","2015","M7690145"
"197493710","Inleiding Vakdidactiek Scheikunde -Minor","2015","M7644261"
"197493710","Inleiding Vakdidactiek Scheikunde -Minor","2015","M7692351"
"197493720","Inleiding Vakdidactiek Wiskunde - Minor","2015","M7641013"
"197493720","Inleiding Vakdidactiek Wiskunde - Minor","2015","M7644598"
"197493730","Inl. Vakdidactiek Maatschappijleer-Minor","2015","M7644272"
"197493730","Inl. Vakdidactiek Maatschappijleer-Minor","2015","M7660846"
"197493760","Inleiding Vakdidactiek Informatica-Minor","2015","M7640640"
"197493800","Vakdidactiek Natuurkunde 1 - Minor","2015","M7642060"
"197493800","Vakdidactiek Natuurkunde 1 - Minor","2015","M7689539"
"197493810","Vakdidactiek Scheikunde 1 - Minor","2015","M7644261"
"197493810","Vakdidactiek Scheikunde 1 - Minor","2015","M7662375"
"197493810","Vakdidactiek Scheikunde 1 - Minor","2015","M7692351"
"197493820","Vakdidactiek Wiskunde 1 - Minor","2015","M7641013"
"197493820","Vakdidactiek Wiskunde 1 - Minor","2015","M7644598"
"197493830","Vakdidactiek Maatschappijleer 1 - Minor","2015","M7644272"
"197493830","Vakdidactiek Maatschappijleer 1 - Minor","2015","M7660846"
"200900001","Public Affairs","2015","M7688961"
"200900001","Public Affairs","2015","M7695426"
"200900007","Capita Selecta MCBP","2015","M7687015"
"200900009","Capita Selecta ETD","2015","M7645289"
"200900009","Capita Selecta ETD","2015","M7646064"
"200900009","Capita Selecta ETD","2015","M7686799"
"200900012","Integration Project","2015","M7640870"
"200900033","Stage Psychologie - 10 ec","2015","M7689194"
"200900033","Stage Psychologie - 10 ec","2015","M7689993"
"200900033","Stage Psychologie - 10 ec","2015","M7690314"
"200900033","Stage Psychologie - 10 ec","2015","M7695816"
"200900034","Stage Psychologie - 15 ec","2015","M7646687"
"200900034","Stage Psychologie - 15 ec","2015","M7648006"
"200900034","Stage Psychologie - 15 ec","2015","M7683807"
"200900034","Stage Psychologie - 15 ec","2015","M7683989"
"200900034","Stage Psychologie - 15 ec","2015","M7689194"
"200900035","Stage Psychologie - 20 ec","2015","M7641039"
"200900035","Stage Psychologie - 20 ec","2015","M7641065"
"200900035","Stage Psychologie - 20 ec","2015","M7641240"
"200900035","Stage Psychologie - 20 ec","2015","M7643179"
"200900035","Stage Psychologie - 20 ec","2015","M7644473"
"200900035","Stage Psychologie - 20 ec","2015","M7646687"
"200900035","Stage Psychologie - 20 ec","2015","M7647181"
"200900035","Stage Psychologie - 20 ec","2015","M7647908"
"200900035","Stage Psychologie - 20 ec","2015","M7648691"
"200900035","Stage Psychologie - 20 ec","2015","M7681441"
"200900035","Stage Psychologie - 20 ec","2015","M7682743"
"200900035","Stage Psychologie - 20 ec","2015","M7683807"
"200900035","Stage Psychologie - 20 ec","2015","M7687386"
"200900035","Stage Psychologie - 20 ec","2015","M7689194"
"200900035","Stage Psychologie - 20 ec","2015","M7689993"
"200900035","Stage Psychologie - 20 ec","2015","M7692184"
"200900035","Stage Psychologie - 20 ec","2015","M7695816"
"200900035","Stage Psychologie - 20 ec","2015","M7695871"
"200900037","Stage Psychologie - 30 ec","2015","M7641039"
"200900040","Topics in Human Anatomy & Sport Physiolo","2015","M7682843"
"200900040","Topics in Human Anatomy & Sport Physiolo","2015","M7684417"
"200900045","Capita Selecta Bachelor Programme 05","2015","M7646064"
"200900045","Capita Selecta Bachelor Programme 05","2015","M7646125"
"200900045","Capita Selecta Bachelor Programme 05","2015","M7647056"
"200900045","Capita Selecta Bachelor Programme 05","2015","M7681257"
"200900045","Capita Selecta Bachelor Programme 05","2015","M7681343"
"200900045","Capita Selecta Bachelor Programme 05","2015","M7681627"
"200900045","Capita Selecta Bachelor Programme 05","2015","M7687466"
"200900058","Capita Selecta NBP","2015","M7641720"
"200900058","Capita Selecta NBP","2015","M7665010"
"200900058","Capita Selecta NBP","2015","M7680734"
"200900058","Capita Selecta NBP","2015","M7681718"
"200900058","Capita Selecta NBP","2015","M7687535"
"200900058","Capita Selecta NBP","2015","M7693851"
"200900059","Capita Selecta EMS","2015","M7640861"
"200900059","Capita Selecta EMS","2015","M7647395"
"200900059","Capita Selecta EMS","2015","M7665207"
"200900060","Capita Selecta ICE","2015","M7642278"
"200900060","Capita Selecta ICE","2015","M7644151"
"200900073","Capita Selecta CW","2015","M7648006"
"200900073","Capita Selecta CW","2015","M7682179"
"200900074","Capita Selecta CW","2015","M7648006"
"200900076","Capita Selecta TPC","2015","M7648006"
"200900077","Graphic Language of Products","2015","M7681246"
"200900092","CS NIKOS","2015","M7640024"
"200900092","CS NIKOS","2015","M7642319"
"200900092","CS NIKOS","2015","M7642351"
"200900092","CS NIKOS","2015","M7643816"
"200900092","CS NIKOS","2015","M7646543"
"200900092","CS NIKOS","2015","M7648397"
"200900092","CS NIKOS","2015","M7681030"
"200900092","CS NIKOS","2015","M7681210"
"200900092","CS NIKOS","2015","M7689037"
"200900092","CS NIKOS","2015","M7690172"
"200900106","Oriënterende Praktijkstage CW","2015","M7648006"
"200900107","Oriënterende Praktijkstage CW","2015","M7648006"
"200900108","Oriënterende Praktijkstage CW","2015","M7648006"
"200900128","CS Construction Management Engineering","2015","M7645316"
"200900128","CS Construction Management Engineering","2015","M7646500"
"200900128","CS Construction Management Engineering","2015","M7647326"
"200900128","CS Construction Management Engineering","2015","M7648086"
"200900128","CS Construction Management Engineering","2015","M7680308"
"200900129","CS Water Engineering & Mngmnt MFS","2015","M7642681"
"200900129","CS Water Engineering & Mngmnt MFS","2015","M7644722"
"200900130","CS Water Engineering & Mngmnt WM","2015","M7644722"
"200900130","CS Water Engineering & Mngmnt WM","2015","M7647056"
"201000005","Economic Evaluation in Healthcare","2015","M7697004"
"201000025","Land Use and Transport Interactions","2015","M7692501"
"201000025","Land Use and Transport Interactions","2015","M7697515"
"201000027","Stage Onderwijskunde (10 ec)","2015","M7685857"
"201000031","Stage OWK - 30 ec","2015","M7640476"
"201000031","Stage OWK - 30 ec","2015","M7685857"
"201000031","Stage OWK - 30 ec","2015","M7688895"
"201000033","Bewustzijn","2015","M7688585"
"201000040","The Practice of Project Work","2015","M7686176"
"201000041","Education in Developing Countries","2015","M7641966"
"201000041","Education in Developing Countries","2015","M7685061"
"201000042","Writing a Paper","2015","M7641939"
"201000042","Writing a Paper","2015","M7641966"
"201000042","Writing a Paper","2015","M7643513"
"201000042","Writing a Paper","2015","M7643516"
"201000042","Writing a Paper","2015","M7643552"
"201000042","Writing a Paper","2015","M7681230"
"201000042","Writing a Paper","2015","M7681802"
"201000042","Writing a Paper","2015","M7683762"
"201000042","Writing a Paper","2015","M7685061"
"201000042","Writing a Paper","2015","M7698996"
"201000058","Schoolpracticum voor onderbouw Sk","2015","M7644261"
"201000058","Schoolpracticum voor onderbouw Sk","2015","M7692351"
"201000066","Quantitative Methods for OM","2015","M7640158"
"201000072","Privaatrecht","2015","M7646389"
"201000075","Wireless Sensor Networks","2015","M7641940"
"201000078","Brain Computer Interfacing","2015","M7640167"
"201000078","Brain Computer Interfacing","2015","M7693822"
"201000079","C2C Design Paradigm I","2015","M7694199"
"201000079","C2C Design Paradigm I","2015","M7696769"
"201000080","C2C Design Paradigm II","2015","M7694199"
"201000084","Strategies and Protocols","2015","M7640341"
"201000084","Strategies and Protocols","2015","M7640400"
"201000084","Strategies and Protocols","2015","M7642268"
"201000087","Entrepreneurial Finance","2015","M7642351"
"201000087","Entrepreneurial Finance","2015","M7693709"
"201000090","Geestelijke gezondheidsbevordering","2015","M7688748"
"201000090","Geestelijke gezondheidsbevordering","2015","M7695812"
"201000090","Geestelijke gezondheidsbevordering","2015","M7696526"
"201000091","Counseling en gespreksvaardigheden","2015","M7694124"
"201000092","eMental health","2015","M7687632"
"201000092","eMental health","2015","M7695811"
"201000093","Verdieping psychopathologie","2015","M7647181"
"201000093","Verdieping psychopathologie","2015","M7695372"
"201000094","Cognitieve en gedragstherapie","2015","M7690314"
"201000095","Procurement Strategies & Tendering","2015","M7647326"
"201000099","Modelontwerp i.d Communicatiewetenschap","2015","M7646563"
"201000111","Research Topics in Co. and Org. Comm.","2015","M7648006"
"201000113","User Centered Design of New Media","2015","M7641232"
"201000113","User Centered Design of New Media","2015","M7688393"
"201000113","User Centered Design of New Media","2015","M7694239"
"201000116","New Media in Organisations","2015","M7641370"
"201000116","New Media in Organisations","2015","M7687999"
"201000119","Onderzoek Paradigma's i.d Comm.wetensch.","2015","M7644685"
"201000132","Inleiding psychopathologie","2015","M7647181"
"201000132","Inleiding psychopathologie","2015","M7687386"
"201000132","Inleiding psychopathologie","2015","M7690314"
"201000132","Inleiding psychopathologie","2015","M7693278"
"201000133","Psychodiagnostiek","2015","M7689993"
"201000133","Psychodiagnostiek","2015","M7690314"
"201000133","Psychodiagnostiek","2015","M7698588"
"201000134","Beroepsethiek voor psychologen","2015","M7686199"
"201000134","Beroepsethiek voor psychologen","2015","M7689450"
"201000135","History of Psychology","2015","M7686199"
"201000136","Public Health Psychology","2015","M7642931"
"201000136","Public Health Psychology","2015","M7643179"
"201000136","Public Health Psychology","2015","M7683807"
"201000137","eHealth","2015","M7682870"
"201000137","eHealth","2015","M7683989"
"201000138","Capita Selecta Health Psychology","2015","M7642931"
"201000138","Capita Selecta Health Psychology","2015","M7683807"
"201000141","Research Methods in Health Psychology","2015","M7647908"
"201000141","Research Methods in Health Psychology","2015","M7683989"
"201000142","Entertainment Education","2015","M7642931"
"201000142","Entertainment Education","2015","M7643179"
"201000143","Forensische psychologie","2015","M7685015"
"201000144","Risico- en veiligheidsbeleving","2015","M7641065"
"201000145","Empirisch risico- en conflictonderzoek","2015","M7641079"
"201000145","Empirisch risico- en conflictonderzoek","2015","M7695871"
"201000149","Bachelorthese GP","2015","M7641199"
"201000149","Bachelorthese GP","2015","M7642931"
"201000149","Bachelorthese GP","2015","M7643179"
"201000149","Bachelorthese GP","2015","M7647908"
"201000149","Bachelorthese GP","2015","M7661849"
"201000149","Bachelorthese GP","2015","M7682870"
"201000149","Bachelorthese GP","2015","M7683807"
"201000149","Bachelorthese GP","2015","M7683989"
"201000149","Bachelorthese GP","2015","M7687632"
"201000149","Bachelorthese GP","2015","M7688393"
"201000149","Bachelorthese GP","2015","M7695811"
"201000149","Bachelorthese GP","2015","M7695890"
"201000149","Bachelorthese GP","2015","M7696753"
"201000149","Bachelorthese GP","2015","M7697383"
"201000149","Bachelorthese GP","2015","M7698386"
"201000152","Masterthesis HP","2015","M7641199"
"201000152","Masterthesis HP","2015","M7642003"
"201000152","Masterthesis HP","2015","M7642931"
"201000152","Masterthesis HP","2015","M7643179"
"201000152","Masterthesis HP","2015","M7647908"
"201000152","Masterthesis HP","2015","M7682743"
"201000152","Masterthesis HP","2015","M7682870"
"201000152","Masterthesis HP","2015","M7683471"
"201000152","Masterthesis HP","2015","M7683807"
"201000152","Masterthesis HP","2015","M7683989"
"201000152","Masterthesis HP","2015","M7687632"
"201000152","Masterthesis HP","2015","M7695890"
"201000152","Masterthesis HP","2015","M7697383"
"201000153","Masterthesis CRS","2015","M7641065"
"201000153","Masterthesis CRS","2015","M7641079"
"201000153","Masterthesis CRS","2015","M7681441"
"201000153","Masterthesis CRS","2015","M7685015"
"201000153","Masterthesis CRS","2015","M7695871"
"201000153","Masterthesis CRS","2015","M7696160"
"201000153","Masterthesis CRS","2015","M7697529"
"201000153","Masterthesis CRS","2015","M7698342"
"201000158","Surfaces for Comfort and Touch","2015","M7690064"
"201000158","Surfaces for Comfort and Touch","2015","M7694272"
"201000159","Durability of Consumer Products","2015","M7641359"
"201000159","Durability of Consumer Products","2015","M7646044"
"201000160","Active & Tunable Surfaces - C.S.","2015","M7690064"
"201000160","Active & Tunable Surfaces - C.S.","2015","M7694272"
"201000162","Gezondheidscommunicatie voor GZW","2015","M7641199"
"201000162","Gezondheidscommunicatie voor GZW","2015","M7642003"
"201000162","Gezondheidscommunicatie voor GZW","2015","M7642931"
"201000162","Gezondheidscommunicatie voor GZW","2015","M7643179"
"201000182","Management of Technology in Health Care","2015","M7647230"
"201000189","Introduction to Electronics","2015","M7641270"
"201000194","Programming with Structures","2015","M7647221"
"201000196","Creative Exploration in AS & T","2015","M7646667"
"201000196","Creative Exploration in AS & T","2015","M7647221"
"201000196","Creative Exploration in AS & T","2015","M7683058"
"201000201","Virtual Reality","2015","M7641462"
"201000201","Virtual Reality","2015","M7688348"
"201000202","Management Control for Financial Inst.","2015","M7647473"
"201000205","Epidemiology","2015","M7640235"
"201000205","Epidemiology","2015","M7688680"
"201000205","Epidemiology","2015","M7690041"
"201000208","Schoolpracticum Informatica 1 - minor","2015","M7640640"
"201000209","Master Thesis Science Communication","2015","M7641695"
"201000210","Master Thesis Science Communication (15)","2015","M7641695"
"201000211","Minor Stage","2015","M7642527"
"201000211","Minor Stage","2015","M7645325"
"201000211","Minor Stage","2015","M7680146"
"201000211","Minor Stage","2015","M7681257"
"201000211","Minor Stage","2015","M7692548"
"201000212","Smart Environments Integration Project","2015","M7645289"
"201000218","CS Soft Matter, Fluidics and Interfaces","2015","M7642220"
"201000224","Masteronderzoek SEC Scheikunde","2015","M7640779"
"201000224","Masteronderzoek SEC Scheikunde","2015","M7642907"
"201000224","Masteronderzoek SEC Scheikunde","2015","M7644261"
"201000227","Capita Selecta Psychologie","2015","M7686199"
"201000240","Productiesystemen 2","2015","M7643357"
"201000240","Productiesystemen 2","2015","M7681257"
"201000240","Productiesystemen 2","2015","M7683652"
"201000241","Capita Selecta Advanced Technology","2015","M7640201"
"201000241","Capita Selecta Advanced Technology","2015","M7681343"
"201000243","Masteronderzoek SEC natuurkunde","2015","M7642060"
"201000243","Masteronderzoek SEC natuurkunde","2015","M7684360"
"201000243","Masteronderzoek SEC natuurkunde","2015","M7686723"
"201000243","Masteronderzoek SEC natuurkunde","2015","M7689539"
"201000244","Capita Selecta PIN","2015","M7643294"
"201000244","Capita Selecta PIN","2015","M7681127"
"201000257","Excellence Stream, Literatuuropdracht","2015","M7640905"
"201000257","Excellence Stream, Literatuuropdracht","2015","M7641013"
"201000257","Excellence Stream, Literatuuropdracht","2015","M7643281"
